# BUSCO version is: 5.7.1 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2020-09-10, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
186115at3193	Complete	ptg000012l	657971	652522	-	249.7	183	https://www.orthodb.org/v10?query=186115at3193	F-box domain
186149at3193	Duplicated	ptg000002l	1912850	1909100	-	244.7	121	https://www.orthodb.org/v10?query=186149at3193	putative peptidyl-tRNA hydrolase PTRHD1
186149at3193	Duplicated	ptg000026l	12234651	12251844	+	244.3	119	https://www.orthodb.org/v10?query=186149at3193	putative peptidyl-tRNA hydrolase PTRHD1
186228at3193	Complete	ptg000034l	3094091	3100536	+	259.0	166	https://www.orthodb.org/v10?query=186228at3193	OTU domain-containing protein At3g57810
186725at3193	Complete	ptg000021l	8235618	8240763	+	268.2	175	https://www.orthodb.org/v10?query=186725at3193	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase
186996at3193	Complete	ptg000006l	9219040	9219544	+	238.1	147	https://www.orthodb.org/v10?query=186996at3193	Differentiation-associated protein 1, putative isoform 1
187034at3193	Complete	ptg000006l	4253955	4256416	+	191.1	105	https://www.orthodb.org/v10?query=187034at3193	DCC family protein At1g52590, chloroplastic
187064at3193	Complete	ptg000027l	919788	920518	+	207.0	116	https://www.orthodb.org/v10?query=187064at3193	histone deacetylase 6
187120at3193	Complete	ptg000016l	8878729	8879985	+	324.8	177	https://www.orthodb.org/v10?query=187120at3193	Molybdopterin cofactor biosynthesis C (MoaC) domain
187340at3193	Complete	ptg000019l	23740898	23739621	-	327.9	193	https://www.orthodb.org/v10?query=187340at3193	uncharacterized protein LOC101489708
187345at3193	Complete	ptg000004l	3720223	3717572	-	254.4	136	https://www.orthodb.org/v10?query=187345at3193	multiple myeloma tumor-associated protein 2 homolog
187437at3193	Complete	ptg000009l	37071570	37070796	-	229.6	145	https://www.orthodb.org/v10?query=187437at3193	NAD(P)H-quinone oxidoreductase subunit T, chloroplastic
187627at3193	Complete	ptg000020l	13231920	13224916	-	261.8	165	https://www.orthodb.org/v10?query=187627at3193	Ubiquitin domain
187746at3193	Complete	ptg000017l	4624558	4621904	-	270.1	178	https://www.orthodb.org/v10?query=187746at3193	Non-structural protein
187828at3193	Duplicated	ptg000018l	1817506	1816513	-	248.4	197	https://www.orthodb.org/v10?query=187828at3193	Protein of unknown function DUF716 (TMEM45)
187828at3193	Duplicated	ptg000009l	35890112	35891111	+	249.3	181	https://www.orthodb.org/v10?query=187828at3193	Protein of unknown function DUF716 (TMEM45)
187952at3193	Duplicated	ptg000018l	6059126	6059591	+	216.3	103	https://www.orthodb.org/v10?query=187952at3193	uncharacterized protein ycf20
187952at3193	Duplicated	ptg000009l	29710970	29711339	+	210.2	103	https://www.orthodb.org/v10?query=187952at3193	uncharacterized protein ycf20
188047at3193	Complete	ptg000016l	8140254	8139163	-	348.2	177	https://www.orthodb.org/v10?query=188047at3193	Protein of unknown function DUF4079
188054at3193	Complete	ptg000013l	19782684	19780499	-	342.8	185	https://www.orthodb.org/v10?query=188054at3193	Meiotic nuclear division protein 1 homolog
188221at3193	Complete	ptg000004l	1805684	1808345	+	163.1	92	https://www.orthodb.org/v10?query=188221at3193	Heat shock protein DnaJ, cysteine-rich domain containing protein
188462at3193	Complete	ptg000002l	6549732	6548288	-	233.1	115	https://www.orthodb.org/v10?query=188462at3193	protein SPA, chloroplastic
188597at3193	Complete	ptg000012l	6685488	6690434	+	196.3	144	https://www.orthodb.org/v10?query=188597at3193	Ribosomal protein L9
188860at3193	Complete	ptg000002l	5192561	5189366	-	264.8	159	https://www.orthodb.org/v10?query=188860at3193	DNA binding protein
188864at3193	Duplicated	ptg000003l	79015	84862	+	229.4	158	https://www.orthodb.org/v10?query=188864at3193	uncharacterized protein LOC4347850
188864at3193	Duplicated	ptg000012l	19081228	19084141	+	223.4	158	https://www.orthodb.org/v10?query=188864at3193	uncharacterized protein LOC4347850
189022at3193	Complete	ptg000007l	2715210	2717884	+	145.7	98	https://www.orthodb.org/v10?query=189022at3193	bifunctional adenosine 5'-phosphosulfate phosphorylase/adenylylsulfatase HINT4
189624at3193	Duplicated	ptg000004l	1320131	1326491	+	199.9	105	https://www.orthodb.org/v10?query=189624at3193	thioredoxin-like protein CITRX, chloroplastic
189624at3193	Duplicated	ptg000021l	1025823	1032186	+	187.0	105	https://www.orthodb.org/v10?query=189624at3193	thioredoxin-like protein CITRX, chloroplastic
189672at3193	Complete	ptg000001l	11138386	11138989	+	282.8	153	https://www.orthodb.org/v10?query=189672at3193	Transcription termination factor, mitochondrial/chloroplastic
189828at3193	Complete	ptg000006l	5075543	5072004	-	245.5	142	https://www.orthodb.org/v10?query=189828at3193	Phosphatidyl-N-methylethanolamine N-methyltransferase
189838at3193	Complete	ptg000032l	5766618	5773285	+	317.9	155	https://www.orthodb.org/v10?query=189838at3193	thylakoid lumenal 15 kDa protein 1, chloroplastic
190211at3193	Complete	ptg000028l	4756688	4748235	-	251.4	129	https://www.orthodb.org/v10?query=190211at3193	Ribosome-binding factor A
190330at3193	Complete	ptg000019l	23415002	23418090	+	236.5	177	https://www.orthodb.org/v10?query=190330at3193	G patch domain-containing protein 11
190635at3193	Complete	ptg000022l	9492044	9493456	+	189.5	110	https://www.orthodb.org/v10?query=190635at3193	protein PLASTID TRANSCRIPTIONALLY ACTIVE 7
190682at3193	Duplicated	ptg000002l	3862825	3855129	-	148.4	84	https://www.orthodb.org/v10?query=190682at3193	LOC100846838
190682at3193	Duplicated	ptg000026l	9793807	9795630	+	139.1	67	https://www.orthodb.org/v10?query=190682at3193	LOC100846838
190765at3193	Complete	ptg000007l	5195990	5198360	+	172.3	104	https://www.orthodb.org/v10?query=190765at3193	Putative lin-54 family
191064at3193	Complete	ptg000011l	17912598	17914774	+	233.9	124	https://www.orthodb.org/v10?query=191064at3193	Cyanate hydratase
191077at3193	Complete	ptg000015l	5712838	5706800	-	189.9	107	https://www.orthodb.org/v10?query=191077at3193	Tonoplast intrinsic protein, alpha (Alpha-TIP) 
191247at3193	Complete	ptg000056l	481307	478156	-	238.4	135	https://www.orthodb.org/v10?query=191247at3193	D-aminoacyl-tRNA deacylase
191814at3193	Complete	ptg000007l	6043112	6045349	+	237.2	136	https://www.orthodb.org/v10?query=191814at3193	Ankyrin repeat-containing domain
192570at3193	Duplicated	ptg000015l	3590909	3585636	-	256.6	158	https://www.orthodb.org/v10?query=192570at3193	zinc finger matrin-type protein 2
192570at3193	Duplicated	ptg000014l	7065977	7054760	-	251.6	158	https://www.orthodb.org/v10?query=192570at3193	zinc finger matrin-type protein 2
192752at3193	Complete	ptg000019l	3545278	3546894	+	165.1	88	https://www.orthodb.org/v10?query=192752at3193	DnaJ/Hsp40 cysteine-rich domain superfamily protein
193065at3193	Complete	ptg000038l	3191938	3192397	+	160.9	113	https://www.orthodb.org/v10?query=193065at3193	CST complex subunit STN1
193252at3193	Complete	ptg000001l	18204480	18202875	-	207.2	126	https://www.orthodb.org/v10?query=193252at3193	Tetratricopeptide repeat
193277at3193	Complete	ptg000029l	10021211	10022969	+	234.8	139	https://www.orthodb.org/v10?query=193277at3193	Thioredoxin domain
193769at3193	Complete	ptg000029l	25759382	25756480	-	251.9	135	https://www.orthodb.org/v10?query=193769at3193	Single-stranded DNA-binding protein
193818at3193	Complete	ptg000018l	8689277	8688272	-	237.8	110	https://www.orthodb.org/v10?query=193818at3193	iron-sulfur assembly protein IscA, chloroplastic
193899at3193	Complete	ptg000004l	24446345	24470877	+	203.8	122	https://www.orthodb.org/v10?query=193899at3193	Ankyrin repeat-containing domain
193902at3193	Complete	ptg000020l	3353871	3356576	+	231.7	166	https://www.orthodb.org/v10?query=193902at3193	PRA1 family protein
193910at3193	Complete	ptg000007l	12853978	12850311	-	199.5	150	https://www.orthodb.org/v10?query=193910at3193	serine/Arginine-related protein 53
193996at3193	Complete	ptg000004l	16745832	16756058	+	290.5	156	https://www.orthodb.org/v10?query=193996at3193	Ribosomal protein L9
194116at3193	Complete	ptg000007l	7278477	7277514	-	240.3	177	https://www.orthodb.org/v10?query=194116at3193	dnaJ homolog subfamily C member 2
194228at3193	Complete	ptg000007l	5404321	5439061	+	287.9	199	https://www.orthodb.org/v10?query=194228at3193	RNA uridylyltransferase
194233at3193	Complete	ptg000023l	348505	338255	-	154.4	102	https://www.orthodb.org/v10?query=194233at3193	ribonuclease H2 subunit C
194237at3193	Fragmented	ptg000021l	22438283	22434920	-	185.3	99	https://www.orthodb.org/v10?query=194237at3193	Ubiquitin-conjugating enzyme E2
194511at3193	Complete	ptg000006l	6357594	6356820	-	286.0	179	https://www.orthodb.org/v10?query=194511at3193	U11/U12 small nuclear ribonucleoprotein 31 kDa protein
195058at3193	Complete	ptg000013l	12513877	12511011	-	226.7	141	https://www.orthodb.org/v10?query=195058at3193	myosin-G heavy chain-like protein
195205at3193	Complete	ptg000005l	16784397	16787744	+	212.1	107	https://www.orthodb.org/v10?query=195205at3193	Ribosomal protein L18
195656at3193	Duplicated	ptg000028l	185190	184268	-	187.4	106	https://www.orthodb.org/v10?query=195656at3193	zinc finger SWIM domain-containing protein 7
195656at3193	Duplicated	ptg000035l	1367597	1366675	-	187.4	106	https://www.orthodb.org/v10?query=195656at3193	zinc finger SWIM domain-containing protein 7
195796at3193	Duplicated	ptg000014l	9334983	9334560	-	210.4	108	https://www.orthodb.org/v10?query=195796at3193	Rubredoxin
195796at3193	Duplicated	ptg000015l	5365456	5365033	-	211.7	107	https://www.orthodb.org/v10?query=195796at3193	Rubredoxin
196221at3193	Complete	ptg000002l	4259037	4257561	-	254.9	151	https://www.orthodb.org/v10?query=196221at3193	Pterin 4 alpha carbinolamine dehydratase
196273at3193	Complete	ptg000019l	17234690	17233115	-	254.9	126	https://www.orthodb.org/v10?query=196273at3193	Chaperonin-like RbcX
196323at3193	Duplicated	ptg000009l	22678293	22664460	-	135.5	102	https://www.orthodb.org/v10?query=196323at3193	zinc finger HIT domain-containing protein 3
196323at3193	Duplicated	ptg000013l	2570450	2580004	+	145.7	100	https://www.orthodb.org/v10?query=196323at3193	zinc finger HIT domain-containing protein 3
196423at3193	Duplicated	ptg000017l	2744625	2741793	-	222.1	133	https://www.orthodb.org/v10?query=196423at3193	nucleolar protein 16
196423at3193	Duplicated	ptg000026l	1921335	1923817	+	219.0	133	https://www.orthodb.org/v10?query=196423at3193	nucleolar protein 16
196442at3193	Complete	ptg000038l	3407218	3402900	-	194.0	100	https://www.orthodb.org/v10?query=196442at3193	uncharacterized protein LOC101509912
196453at3193	Complete	ptg000026l	14016866	14045506	+	168.8	94	https://www.orthodb.org/v10?query=196453at3193	Heat shock protein DnaJ, cysteine-rich domain containing protein
196776at3193	Complete	ptg000020l	3002345	2997062	-	171.0	106	https://www.orthodb.org/v10?query=196776at3193	U3 small nucleolar RNA-associated protein 14 B isoform 1
196894at3193	Complete	ptg000001l	3803279	3800527	-	317.6	273	https://www.orthodb.org/v10?query=196894at3193	uncharacterized protein C17orf53 homolog
197017at3193	Complete	ptg000028l	9151879	9151273	-	223.6	132	https://www.orthodb.org/v10?query=197017at3193	serotonin N-acetyltransferase 2, chloroplastic
197152at3193	Complete	ptg000039l	4330177	4330555	+	186.0	102	https://www.orthodb.org/v10?query=197152at3193	uncharacterized protein At4g08330, chloroplastic
197330at3193	Complete	ptg000025l	4010468	4008176	-	274.4	166	https://www.orthodb.org/v10?query=197330at3193	RNA-binding domain superfamily
197413at3193	Complete	ptg000016l	17688486	17668185	-	243.1	151	https://www.orthodb.org/v10?query=197413at3193	ATP-dependent RNA helicase eIF4A isoform 2
197526at3193	Complete	ptg000004l	27447751	27445636	-	191.9	101	https://www.orthodb.org/v10?query=197526at3193	protein EMBRYO SAC DEVELOPMENT ARREST 3, chloroplastic
197545at3193	Complete	ptg000012l	21348143	21347330	-	290.7	206	https://www.orthodb.org/v10?query=197545at3193	Vesicle transport protein
197836at3193	Complete	ptg000025l	3719569	3717593	-	182.2	113	https://www.orthodb.org/v10?query=197836at3193	INO80 complex subunit C
198718at3193	Complete	ptg000033l	1085793	1086253	+	152.2	66	https://www.orthodb.org/v10?query=198718at3193	UPF0161 protein At3g09310
198809at3193	Complete	ptg000032l	1895083	1897110	+	135.7	153	https://www.orthodb.org/v10?query=198809at3193	SMAD/FHA domain superfamily
198946at3193	Complete	ptg000006l	9731956	9732741	+	258.0	134	https://www.orthodb.org/v10?query=198946at3193	GATA-type transcription activator
199345at3193	Complete	ptg000029l	20849756	20855856	+	190.8	120	https://www.orthodb.org/v10?query=199345at3193	DUF212
199467at3193	Complete	ptg000002l	1261221	1248821	-	259.1	175	https://www.orthodb.org/v10?query=199467at3193	protein OVEREXPRESSOR OF CATIONIC PEROXIDASE 3
199845at3193	Complete	ptg000006l	5950131	5948870	-	249.6	146	https://www.orthodb.org/v10?query=199845at3193	ycf20-like protein
199941at3193	Complete	ptg000001l	1938977	1933878	-	182.1	115	https://www.orthodb.org/v10?query=199941at3193	prefoldin subunit 1
200083at3193	Complete	ptg000032l	6650136	6647748	-	256.1	149	https://www.orthodb.org/v10?query=200083at3193	Armadillo-type fold
200210at3193	Complete	ptg000012l	7475917	7474265	-	242.0	131	https://www.orthodb.org/v10?query=200210at3193	NAD(P)H-quinone oxidoreductase subunit L, chloroplastic
200301at3193	Complete	ptg000021l	1200536	1197730	-	234.5	123	https://www.orthodb.org/v10?query=200301at3193	Proline-rich family protein
200869at3193	Complete	ptg000007l	6213499	6216806	+	150.7	84	https://www.orthodb.org/v10?query=200869at3193	Ribosomal protein L35
201012at3193	Duplicated	ptg000019l	14695380	14695125	-	150.9	77	https://www.orthodb.org/v10?query=201012at3193	LSM domain, eukaryotic/archaea-type
201012at3193	Duplicated	ptg000023l	4015925	4017720	+	149.6	77	https://www.orthodb.org/v10?query=201012at3193	LSM domain, eukaryotic/archaea-type
201093at3193	Complete	ptg000019l	24708711	24707424	-	172.2	94	https://www.orthodb.org/v10?query=201093at3193	RNA-binding domain superfamily
201638at3193	Complete	ptg000020l	1751187	1759041	+	208.2	132	https://www.orthodb.org/v10?query=201638at3193	NADH dehydrogenase 
202147at3193	Complete	ptg000009l	22121222	22121663	+	202.7	106	https://www.orthodb.org/v10?query=202147at3193	RmlC-like cupin domain superfamily
202185at3193	Complete	ptg000009l	37257251	37255273	-	162.9	102	https://www.orthodb.org/v10?query=202185at3193	Zinc finger/BTB domain protein
202482at3193	Duplicated	ptg000002l	7716608	7718697	+	247.0	135	https://www.orthodb.org/v10?query=202482at3193	protein canopy-1
202482at3193	Duplicated	ptg000190l	102044	104137	+	247.0	135	https://www.orthodb.org/v10?query=202482at3193	protein canopy-1
202553at3193	Complete	ptg000029l	21473428	21470194	-	212.3	112	https://www.orthodb.org/v10?query=202553at3193	uncharacterized protein LOC107864445
202565at3193	Complete	ptg000011l	15342529	15344166	+	167.4	105	https://www.orthodb.org/v10?query=202565at3193	proteasome assembly chaperone 4
202942at3193	Complete	ptg000011l	16022724	16022400	-	190.0	98	https://www.orthodb.org/v10?query=202942at3193	Ferredoxin
203343at3193	Complete	ptg000003l	1592246	1591817	-	229.2	111	https://www.orthodb.org/v10?query=203343at3193	NAD(P)-linked oxidoreductase superfamily protein
203809at3193	Complete	ptg000024l	7211426	7213657	+	181.0	91	https://www.orthodb.org/v10?query=203809at3193	Peptidyl-prolyl cis-trans isomerase
203933at3193	Complete	ptg000016l	18904245	18898913	-	235.9	167	https://www.orthodb.org/v10?query=203933at3193	uncharacterized protein LOC101506354
204060at3193	Duplicated	ptg000007l	4074697	4076872	+	167.1	101	https://www.orthodb.org/v10?query=204060at3193	BLOC-1-related complex subunit 6
204060at3193	Duplicated	ptg000020l	6883028	6885351	+	164.8	101	https://www.orthodb.org/v10?query=204060at3193	BLOC-1-related complex subunit 6
204197at3193	Complete	ptg000026l	2061123	2063527	+	125.6	122	https://www.orthodb.org/v10?query=204197at3193	LYR motif protein
204437at3193	Complete	ptg000010l	2136637	2147066	+	198.3	111	https://www.orthodb.org/v10?query=204437at3193	Prefoldin subunit 4
204701at3193	Complete	ptg000018l	8873126	8872454	-	214.7	131	https://www.orthodb.org/v10?query=204701at3193	stress enhanced protein 2, chloroplastic
204800at3193	Complete	ptg000001l	8623806	8621784	-	242.1	156	https://www.orthodb.org/v10?query=204800at3193	NAD(P)H-quinone oxidoreductase subunit U, chloroplastic
205134at3193	Complete	ptg000028l	8538362	8541614	+	168.1	115	https://www.orthodb.org/v10?query=205134at3193	protein Iojap-related, mitochondrial
205166at3193	Complete	ptg000026l	883457	877480	-	211.8	108	https://www.orthodb.org/v10?query=205166at3193	uncharacterized protein LOC4352412
205334at3193	Duplicated	ptg000019l	15620117	15616672	-	171.8	101	https://www.orthodb.org/v10?query=205334at3193	kxDL motif-containing protein 1
205334at3193	Duplicated	ptg000023l	3030791	3035083	+	166.8	100	https://www.orthodb.org/v10?query=205334at3193	kxDL motif-containing protein 1
205399at3193	Complete	ptg000056l	208726	208261	-	146.8	110	https://www.orthodb.org/v10?query=205399at3193	uncharacterized protein LOC100840378
205878at3193	Complete	ptg000019l	13150700	13149929	-	197.9	148	https://www.orthodb.org/v10?query=205878at3193	Adenine phosphoribosyltransferase
205887at3193	Complete	ptg000038l	3160573	3160219	-	127.6	88	https://www.orthodb.org/v10?query=205887at3193	UPF0690 protein C1orf52 homolog
205963at3193	Complete	ptg000019l	1850844	1854889	+	143.4	90	https://www.orthodb.org/v10?query=205963at3193	uncharacterized protein LOC103867251
